User,collect_list(Reco)
81941,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
81987,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
82700,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
82796,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
82929,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
82936,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
83382,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
83676,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
84922,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
85461,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
85567,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
85887,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
85939,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
85942,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
86201,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
86320,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
86341,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
86509,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
86953,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
87718,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
88471,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
88616,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
88705,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
88807,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
89060,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
89471,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
89634,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
89892,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
89914,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
91025,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
91307,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
91312,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
91320,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
92617,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
92703,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
92907,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
93395,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
93750,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
93767,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
93892,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
94349,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
95155,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
95263,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
95615,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
95669,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
95825,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
95989,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
96462,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
96603,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
96727,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
96791,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
97080,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
97102,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
97243,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
97402,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
97467,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
97719,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
97845,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
98189,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
98309,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
98715,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
98775,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
98894,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
99520,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
99539,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
1017,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
1211,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
1509,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
2205,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
2211,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
2588,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
2720,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
3300,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
4500,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
4537,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
4983,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
5353,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
5421,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
5515,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
5560,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
5664,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
5748,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
5772,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
5829,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
5943,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
6065,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
6106,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
6291,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
6307,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
6463,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
6534,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
6561,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
7328,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
7363,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
7429,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
7766,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
8075,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
8246,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
9125,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
9216,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
9233,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
9927,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
10012,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
10169,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
10201,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
10451,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
11377,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
11407,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
11664,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
11689,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
12079,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
12245,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
12281,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
13716,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
13719,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
13940,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
14295,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
14360,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
14526,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
14550,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
14672,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
14873,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
15579,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
15620,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
15777,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
16009,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
16034,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
16258,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
16711,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
17173,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
17202,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
17431,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
18115,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
18723,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
18921,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
18974,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
19232,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
19299,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
19500,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
19746,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
19905,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
20996,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
21028,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
21114,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
21461,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
21616,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
21789,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
21897,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
22071,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
22309,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
22378,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
22769,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
22830,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
22980,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
23566,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
23867,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
24087,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
24497,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
24520,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
24826,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
24973,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
25015,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
25018,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
25480,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
25608,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
25690,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
25775,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
25838,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
25857,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
26026,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
26271,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
26504,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
26772,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
26953,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
27271,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
27904,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
27949,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
28122,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
29107,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
29304,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
29544,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
29978,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
30101,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
30139,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
30176,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
30687,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
31110,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
31211,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
31278,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
31390,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
31822,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
31882,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
32089,"[3, 24, 2, 1, 15, 11, 10, 17, 9, 16]"
32691,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
32695,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
32751,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
33259,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
33684,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
33861,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
34220,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
34291,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
34406,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
34572,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
34861,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
35305,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
35838,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
35854,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
36070,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
36330,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
36367,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
36672,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
36850,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
36901,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
37078,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
37214,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
37410,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
37948,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
38726,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
38859,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
38957,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
39302,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
40446,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
40447,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
40882,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
40981,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
41585,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
41941,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
42141,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
42949,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
43064,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
43326,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
43350,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
43408,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
43469,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
43486,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
43629,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
43757,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
43797,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
43950,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
43977,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
44346,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
44424,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
44564,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
44609,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
44957,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
45718,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
45798,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
45900,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
45984,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
46125,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
46269,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
46422,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
47534,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
47714,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
48291,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
48322,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
48591,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
48680,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
48917,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
49210,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
49278,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
49353,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
49741,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
50264,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
50267,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
50503,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
50583,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
50794,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
51041,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
51287,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
51361,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
52064,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
52598,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
52991,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
53006,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
53012,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
53513,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
53585,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
54087,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
54447,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
54564,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
55086,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
55512,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
55671,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
55842,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
55987,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
56038,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
56207,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
56483,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
56605,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
56606,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
56821,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
56932,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
56958,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
56991,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
57189,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
57232,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
57776,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
58145,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
58616,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
58626,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
59331,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
59612,"[1, 11, 21, 2, 12, 22, 3, 13, 23, 4]"
60054,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
60367,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
60603,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
60630,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
61186,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
61433,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
61490,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
61826,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
62027,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
62030,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
62168,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
62317,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
63507,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
63517,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
63706,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
63824,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
64415,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
64456,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
65120,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
65621,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
65702,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
66294,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
66373,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
66758,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
66847,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
66865,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
66922,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
67170,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
67246,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
67389,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
68123,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
68447,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
68697,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
68717,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
68951,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
68971,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
69103,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
69256,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
69457,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
69628,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
70023,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
70246,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
70778,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
71267,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
71277,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
71532,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
72480,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
72570,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
72822,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
73066,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
73385,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
73680,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
73997,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
74393,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
74489,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
75013,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
75536,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
75819,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
75836,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
75974,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
76242,"[1, 11, 21, 2, 12, 22, 3, 13, 23, 4]"
76258,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
76278,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
76494,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
76546,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
76882,"[1, 11, 21, 2, 12, 22, 3, 13, 23, 4]"
76893,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
77081,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
77171,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
77236,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
77494,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
77497,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
77498,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
77850,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
77871,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
78392,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
78563,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
79138,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
79274,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
79644,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
79682,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
79748,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
80113,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
80281,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
80339,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
